title,authors,conference,year
Harmonia: A Unified Framework for Heterogeneous FPGA Acceleration in the Cloud.,Luyang Li; Heng Pan; Xinchen Wan; Kai Lv; Zilong Wang 0007; Qian Zhao 0001; Feng Ning; Qingsong Ning; Shideng Zhang; Zhenyu Li 0001; Layong Luo; Gaogang Xie,ASPLOS,2025
COMET: Towards Practical W4A4KV4 LLMs Serving.,Lian Liu; Long Cheng 0003; Haimeng Ren; Zhaohui Xu; Yudong Pan; Mengdi Wang 0004; Xiaowei Li 0001; Yinhe Han 0001; Ying Wang 0001,ASPLOS,2025
Practical Federated Recommendation Model Learning Using ORAM with Controlled Privacy.,Jinyu Liu; Wenjie Xiong 0001; G. Edward Suh; Kiwan Maeng,ASPLOS,2025
Concurrency-Informed Orchestration for Serverless Functions.,Qichang Liu; Yue Cheng 0001; Haiying Shen; Ao Wang; Bharathan Balaji,ASPLOS,2025
MDPeek: Breaking Balanced Branches in SGX with Memory Disambiguation Unit Side Channels.,Chang Liu 0117; Shuaihu Feng; Yuan Li 0061; Dongsheng Wang 0002; Wenjian He; Yongqiang Lyu 0001; Trevor E. Carlson,ASPLOS,2025
Systematic CXL Memory Characterization and Performance Analysis at Scale.,Jinshu Liu; Hamid Hadian; Yuyue Wang 0001; Daniel S. Berger; Marie Nguyen; Xun Jian 0002; Sam H. Noh; Huaicheng Li,ASPLOS,2025
Generalizing Reuse Patterns for Efficient DNN on Microcontrollers.,Jiesong Liu; Bin Ren 0002; Xipeng Shen,ASPLOS,2025
Embracing Imbalance: Dynamic Load Shifting among Microservice Containers in Shared Clusters.,Shutian Luo; Jianxiong Liao; Chenyu Lin; Huanle Xu; Zhi Zhou; Chengzhong Xu 0001,ASPLOS,2025
PhasePrint:  Exposing Cloud FPGA Fingerprints by Inducing Timing Faults at Runtime.,Jubayer Mahmod; Matthew Hicks,ASPLOS,2025
Saving Energy with Per-Variable Bitwidth Speculation.,Tommy McMichen; David Dlott; Panitan Wongse-ammat; Nathan Greiner; Hussain Khajanchi; Russ Joseph; Simone Campanoni,ASPLOS,2025
"FLEXPROF: Flexible, Side-Channel-Free Memory Access.",Jarrett Minton; Rajeev Balasubramonian,ASPLOS,2025
Vela: A Virtualized LLM Training System with GPU Direct RoCE.,Apoorve Mohan; Robert Walkup; Bengi Karacali; Ming-Hung Chen; Abdullah Kayi; Liran Schour; Shweta Salaria; Sophia Wen; I-Hsin Chung; Abdul Alim; Constantinos Evangelinos; Lixiang Luo; Marc Dombrowa; Laurent Schares; Ali Sydney; Pavlos Maniotis; Sandhya Koteshwara; Brent Tang; Joel Belog; Rei Odaira; Vasily Tarasov; Eran Gampel; Drew Thorstensen; Talia Gershon; Seetharami Seelam,ASPLOS,2025
Data Cache for Intermittent Computing Systems with Non-Volatile Main Memory.,Sourav Mohapatra; Vito Kortbeek; Marco Antonio van Eerden; Jochem Broekhoff; Saad Ahmed; Przemyslaw Pawelczak,ASPLOS,2025
Affinity-based Optimizations for TFHE on Processing-in-DRAM.,Kevin Nam; Heon Hui Jung; Hyunyoung Oh; Yunheung Paek,ASPLOS,2025
"Protecting Cryptographic Code Against Spectre-RSB: (and, in Fact, All Known Spectre Variants).",Santiago Arranz-Olmos; Gilles Barthe; Chitchanok Chuengsatiansup; Benjamin Grégoire; Vincent Laporte; Tiago Oliveira 0004; Peter Schwabe; Yuval Yarom; Zhiyuan Zhang 0005,ASPLOS,2025
Pave: Information Flow Control for Privacy-preserving Online Data Processing Services.,Minkyung Park; Jaeseung Choi 0002; Hyeonmin Lee; Ted Taekyoung Kwon,ASPLOS,2025
Skia: Exposing Shadow Branches.,Chrysanthos Pepi; Bhargav Reddy Godala; Krishnam Tibrewala; Gino A. Chacon; Paul V. Gratz; Daniel A. Jiménez; Gilles A. Pokam; David I. August,ASPLOS,2025
Tackling ML-based Dynamic Mispredictions using Statically Computed Invariants for Attack Surface Reduction.,Chris Porter; Sharjeel Khan; Kangqi Ni; Santosh Pande,ASPLOS,2025
Pruner: A Draft-then-Verify Exploration Mechanism to Accelerate Tensor Program Tuning.,Liang Qiao; Jun Shi 0007; Xiaoyu Hao; Xi Fang; Sen Zhang; Minfan Zhao; Ziqi Zhu; Junshi Chen; Hong An; Xulong Tang; Bing Li; Honghui Yuan; Xinyang Wang,ASPLOS,2025
PICACHU: Plug-In CGRA Handling Upcoming Nonlinear Operations in LLMs.,Jiajun Qin; Tianhua Xia; Cheng Tan 0002; Jeff Zhang 0001; Sai Qian Zhang,ASPLOS,2025
TaOPT: Tool-Agnostic Optimization of Parallelized Automated Mobile UI Testing.,Dezhi Ran; Zihe Song; Wenyu Wang; Wei Yang 0013; Tao Xie 0001,ASPLOS,2025
Dynamic Partial Deadlock Detection and Recovery via Garbage Collection.,Georgian-Vlad Saioc; I-Ting Angelina Lee; Anders Møller; Milind Chabbi,ASPLOS,2025
RESCQ: Realtime Scheduling for Continuous Angle Quantum Error Correction Architectures.,Sayam Sethi; Jonathan Mark Baker,ASPLOS,2025
SMaCk: Efficient Instruction Cache Attacks via Self-Modifying Code Conflicts.,Seonghun Son; Daniel Moghimi; Berk Gülmezoglu,ASPLOS,2025
HetEC: Architectures for Heterogeneous Quantum Error Correction Codes.,Samuel Alexander Stein; Shifan Xu; Andrew W. Cross; Theodore J. Yoder; Ali Javadi-Abhari; Chenxu Liu; Kun Liu; Zeyuan Zhou; Charlie Guinn; Yufei Ding 0001; Yongshan Ding 0001; Ang Li 0006,ASPLOS,2025
TAPAS: Thermal- and Power-Aware Scheduling for LLM Inference in Cloud Platforms.,Jovan Stojkovic; Chaojie Zhang; Íñigo Goiri; Esha Choukse; Haoran Qiu; Rodrigo Fonseca; Josep Torrellas; Ricardo Bianchini,ASPLOS,2025
M5: Mastering Page Migration and Memory Management for CXL-based Tiered Memory Systems.,Yan Sun; Jongyul Kim 0001; Zeduo Yu; Jiyuan Zhang 0003; Siyuan Chai 0001; Michael Jaemin Kim; Hwayong Nam; Jaehyun Park 0006; Eojin Na; Yifan Yuan; Ren Wang 0001; Jung Ho Ahn; Tianyin Xu; Nam Sung Kim,ASPLOS,2025
CoServe: Efficient Collaboration-of-Experts (CoE) Model Inference with Limited Memory.,Jiashun Suo; Xiaojian Liao; Limin Xiao; Li Ruan; Jinquan Wang; Xiao Su 0002; Zhisheng Huo,ASPLOS,2025
Formalising CXL Cache Coherence.,Chengsong Tan; Alastair F. Donaldson; John Wickerson,ASPLOS,2025
Towards End-to-End Optimization of LLM-based Applications with Ayo.,Xin Tan 0004; Yimin Jiang; Yitao Yang; Hong Xu 0001,ASPLOS,2025
ReCA: Integrated Acceleration for Real-Time and Efficient Cooperative Embodied Autonomous Agents.,Zishen Wan; Yuhang Du; Mohamed Ibrahim 0002; Jiayi Qian; Jason Jabbour; Yang Katie Zhao; Tushar Krishna; Arijit Raychowdhury; Vijay Janapa Reddi,ASPLOS,2025
CTXNL: A Software-Hardware Co-designed Solution for Efficient CXL-Based Transaction Processing.,Zhao Wang; Yiqi Chen; Cong Li 0008; Yijin Guan; Dimin Niu; Tianchan Guan; Zhaoyang Du; Xingda Wei; Guangyu Sun 0003,ASPLOS,2025
Enabling Efficient Mobile Tracing with BTrace.,Jiawei Wang; Nian Liu; Arnau Casadevall-Saiz; Yutao Liu; Diogo Behrens; Ming Fu; Ning Jia; Hermann Härtig; Haibo Chen 0001,ASPLOS,2025
FlexSP: Accelerating Large Language Model Training via Flexible Sequence Parallelism.,Yujie Wang; Shiju Wang; Shenhan Zhu; Fangcheng Fu; Xinyi Liu; Xuefeng Xiao 0001; Huixia Li; Jiashi Li; Faming Wu; Bin Cui 0001,ASPLOS,2025
Spindle: Efficient Distributed Training of Multi-Task Large Models via Wavefront Scheduling.,Yujie Wang; Shenhan Zhu; Fangcheng Fu; Xupeng Miao; Jie Zhang 0135; Juan Zhu; Fan Hong; Yong Li 0045; Bin Cui 0001,ASPLOS,2025
Micro Blossom: Accelerated Minimum-Weight Perfect Matching Decoding for Quantum Error Correction.,Yue Wu; Namitha Liyanage; Lin Zhong 0001,ASPLOS,2025
"Stramash: A Fused-Kernel Operating System For Cache-Coherent, Heterogeneous-ISA Platforms.",Tong Xing; Cong Xiong; Tianrui Wei; April Sanchez; Binoy Ravindran; Jonathan Balkind; Antonio Barbalace,ASPLOS,2025
DynaX: Sparse Attention Acceleration with Dynamic X: M Fine-Grained Structured Pruning.,Xiao Xiong; Zhaorui Chen; Yue Liang 0004; Minghao Tian; Jiaxing Shang; Jiang Zhong; Dajiang Liu,ASPLOS,2025
Fat-Tree QRAM: A High-Bandwidth Shared Quantum Random Access Memory for Parallel Queries.,Shifan Xu; Alvin Lu; Yongshan Ding 0001,ASPLOS,2025
Mosaic: Exploiting Instruction-Level Parallelism on Deep Learning Accelerators with iTex Tessellation.,Jianxing Xu; Yuanbo Wen 0001; Zikang Liu; Ruibai Xu; Tingfeng Ruan; Jun Bi; Rui Zhang 0040; Di Huang; Xinkai Song; Yifan Hao 0001; Xing Hu 0001; Zidong Du; Chongqing Zhao; Jiang Jie; Qi Guo 0001,ASPLOS,2025
KernelGPT: Enhanced Kernel Fuzzing via Large Language Models.,Chenyuan Yang; Zijie Zhao; Lingming Zhang 0001,ASPLOS,2025
Ratte: Fuzzing for Miscompilations in Multi-Level Compilers Using Composable Semantics.,Pingshi Yu; Nicolas Wu; Alastair F. Donaldson,ASPLOS,2025
Hierarchical Prefetching: A Software-Hardware Instruction Prefetcher for Server Applications.,Tingji Zhang; Boris Grot; Wenjian He; Yashuai Lv; Peng Qu; Fang Su; Wenxin Wang; Guowei Zhang 0002; Xuefeng Zhang; Youhui Zhang,ASPLOS,2025
Pirate: No Compromise Low-Bandwidth VR Streaming for Edge Devices.,Yingtian Zhang; Yan Kang; Ziyu Ying 0001; Wanhang Lu; Sijie Lan; Huijuan Xu 0001; Kiwan Maeng; Anand Sivasubramaniam; Mahmut T. Kandemir; Chita R. Das,ASPLOS,2025
Be CIM or Be Memory: A Dual-mode-aware DNN Compiler for CIM Accelerators.,Shixin Zhao; Yuming Li; Bing Li 0017; Yintao He; Mengdi Wang 0004; Yinhe Han 0001; Ying Wang 0001,ASPLOS,2025
Squeezing Operator Performance Potential for the Ascend Architecture.,Yuhang Zhou; Zhibin Wang 0002; Guyue Liu; Shipeng Li; Xi Lin; Zibo Wang; Yongzhong Wang; Fuchun Wei; Jingyi Zhang; Zhiheng Hu; Yanlin Liu; Chunsheng Li; Ziyang Zhang; Yaoyuan Wang; Bin Zhou; Wanchun Dou; Guihai Chen; Chen Tian 0001,ASPLOS,2025
Controlled Preemption: Amplifying Side-Channel Attacks from Userspace.,Yongye Zhu; Boru Chen; Zirui Neil Zhao; Christopher W. Fletcher,ASPLOS,2025
Gigaflow: Pipeline-Aware Sub-Traversal Caching for Modern SmartNICs.,Annus Zulfiqar; Ali Imran 0005; Venkat Kunaparaju; Ben Pfaff; Gianni Antichi; Muhammad Shahbaz 0001,ASPLOS,2025
"Proceedings of the 30th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2, ASPLOS 2025, Rotterdam, Netherlands, 30 March 2025 - 3 April 2025",Lieven Eeckhout; Georgios Smaragdakis; Katai Liang; Adrian Sampson; Martha A. Kim; Christopher J. Rossbach,ASPLOS,2025
Performance-aware Scale Analysis with Reserve for Homomorphic Encryption.,Yongwoo Lee 0001; Seonyoung Cheon; Dongkwan Kim 0002; Dongyoon Lee; Hanjun Kim 0001,ASPLOS,2024
Proteus: A High-Throughput Inference-Serving System with Accuracy Scaling.,Sohaib Ahmad; Hui Guan 0001; Brian D. Friedman; Thomas Williams; Ramesh K. Sitaraman; Thomas Y. C. Woo,ASPLOS,2024
"EagleEye: Nanosatellite constellation design for high-coverage, high-resolution sensing.",Zhuo Cheng; Bradley Denby; Kyle McCleary; Brandon Lucia,ASPLOS,2024
ZENO: A Type-based Optimization Framework for Zero Knowledge Neural Network Inference.,Boyuan Feng; Zheng Wang 0075; Yuke Wang; Shu Yang; Yufei Ding 0001,ASPLOS,2024
CrossPrefetch: Accelerating I/O Prefetching for Modern Storage.,Shaleen Garg; Jian Zhang; Rekha Pitchumani; Manish Parashar; Bing Xie; Sudarsun Kannan,ASPLOS,2024
ngAP: Non-blocking Large-scale Automata Processing on GPUs.,Tianao Ge; Tong Zhang; Hongyuan Liu 0002,ASPLOS,2024
Amanda: Unified Instrumentation Framework for Deep Neural Networks.,Yue Guan 0003; Yuxian Qiu; Jingwen Leng; Fan Yang 0024; Shuo Yu 0006; Yunxin Liu 0001; Yu Feng 0007; Yuhao Zhu 0001; Lidong Zhou; Yun Liang 0001; Chen Zhang 0001; Chao Li 0009; Minyi Guo,ASPLOS,2024
GPU-based Private Information Retrieval for On-Device Machine Learning Inference.,Maximilian Lam; Jeff Johnson 0004; Wenjie Xiong 0001; Kiwan Maeng; Udit Gupta 0001; Yang Li 0183; Liangzhen Lai; Ilias Leontiadis; Minsoo Rhu; Hsien-Hsin S. Lee; Vijay Janapa Reddi; Gu-Yeon Wei; David Brooks 0001; G. Edward Suh,ASPLOS,2024
Loupe: Driving the Development of OS Compatibility Layers.,Hugo Lefeuvre; Gaulthier Gain; Vlad-Andrei Badoiu; Daniel Dinca; Vlad-Radu Schiller; Costin Raiciu; Felipe Huici; Pierre Olivier,ASPLOS,2024
UBFuzz: Finding Bugs in Sanitizer Implementations.,Shaohua Li 0002; Zhendong Su 0001,ASPLOS,2024
SoD2: Statically Optimizing Dynamic Deep Neural Network Execution.,Wei Niu 0002; Gagan Agrawal; Bin Ren 0002,ASPLOS,2024
Expanding Datacenter Capacity with DVFS Boosting: A safe and scalable deployment experience.,Leonardo Piga; Iyswarya Narayanan; Aditya Sundarrajan; Matt Skach; Qingyuan Deng; Biswadip Maity; Manoj Chakkaravarthy; Alison Huang; Abhishek Dhanotia; Parth Malani,ASPLOS,2024
Scaling Up Memory Disaggregated Applications with SMART.,Feng Ren; Mingxing Zhang; Kang Chen; Huaxia Xia; Zuoning Chen; Yongwei Wu 0001,ASPLOS,2024
CodeCrunch: Improving Serverless Performance via Function Compression and Cost-Aware Warmup Location Optimization.,Rohan Basu Roy; Tirthak Patel; Rohan Garg 0001; Devesh Tiwari,ASPLOS,2024
CC-NIC: a Cache-Coherent Interface to the NIC.,Henry N. Schuh; Arvind Krishnamurthy; David E. Culler; Henry M. Levy; Luigi Rizzo; Samira Manabi Khan; Brent E. Stephens,ASPLOS,2024
Cocco: Hardware-Mapping Co-Exploration towards Memory Capacity-Communication Optimization.,Zhanhong Tan; Zijian Zhu; Kaisheng Ma,ASPLOS,2024
TrackFM: Far-out Compiler Support for a Far Memory World.,Brian R. Tauro; Brian Suchy; Simone Campanoni; Peter A. Dinda; Kyle C. Hale,ASPLOS,2024
Automatic Generation of Vectorizing Compilers for Customizable Digital Signal Processors.,Samuel Thomas; James Bornholt,ASPLOS,2024
Exploiting Human Color Discrimination for Memory- and Energy-Efficient Image Encoding in Virtual Reality.,Nisarg Ujjainkar; Ethan Shahan; Kenneth Chen; Budmonde Duinkharjav; Qi Sun 0003; Yuhao Zhu 0001,ASPLOS,2024
"Lightweight, Modular Verification for WebAssembly-to-Native Instruction Selection.",Alexa VanHattum; Monica Pardeshi; Chris Fallin; Adrian Sampson; Fraser Brown,ASPLOS,2024
Optimizing Deep Learning Inference via Global Analysis and Tensor Expressions.,Chunwei Xia; Jiacheng Zhao; Qianqi Sun; Zheng Wang 0001; Yuan Wen; Teng Yu; Xiaobing Feng 0002; Huimin Cui,ASPLOS,2024
SoCFlow: Efficient and Scalable DNN Training on SoC-Clustered Edge Servers.,Daliang Xu; Mengwei Xu 0001; Chiheng Lou; Li Zhang 0133; Gang Huang 0001; Xin Jin 0008; Xuanzhe Liu,ASPLOS,2024
BypassD: Enabling fast userspace access to shared SSDs.,Sujay Yadalam; Chloe Alverti; Vasileios Karakostas; Jayneel Gandhi; Michael M. Swift,ASPLOS,2024
HIDA: A Hierarchical Dataflow Compiler for High-Level Synthesis.,Hanchen Ye; Hyegang Jun; Deming Chen,ASPLOS,2024
RainbowCake: Mitigating Cold-starts in Serverless with Layer-wise Container Caching and Sharing.,Hanfei Yu; Rohan Basu Roy; Christian Fontenot; Devesh Tiwari; Jian Li 0008; Hong Zhang 0025; Hao Wang 0022; Seung-Jong Park,ASPLOS,2024
"Formal Mechanised Semantics of CHERI C: Capabilities, Undefined Behaviour, and Provenance.",Vadim Zaliva; Kayvan Memarian; Ricardo Almeida 0003; Jessica Clarke 0001; Brooks Davis; Alexander Richardson 0001; David Chisnall; Brian Campbell 0001; Ian Stark; Robert N. M. Watson; Peter Sewell,ASPLOS,2024
Everywhere All at Once: Co-Location Attacks on Public Cloud FaaS.,Zirui Neil Zhao; Adam Morrison 0001; Christopher W. Fletcher; Josep Torrellas,ASPLOS,2024
Training Job Placement in Clusters with Statistical In-Network Aggregation.,Bohan Zhao; Wei Xu 0005; Shuo Liu 0002; Yang Tian; Qiaoling Wang; Wenfei Wu,ASPLOS,2024
"Proceedings of the 29th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 1, ASPLOS 2024, La Jolla, CA, USA, 27 April 2024- 1 May 2024",Rajiv Gupta 0001; Nael B. Abu-Ghazaleh; Madan Musuvathi; Dan Tsafrir,ASPLOS,2024
Carat: Unlocking Value-Level Parallelism for Multiplier-Free GEMMs.,Zhewen Pan 0001; Joshua San Miguel; Di Wu 0016,ASPLOS,2024
SEVeriFast: Minimizing the root of trust for fast startup of SEV microVMs.,Benjamin Holmes 0002; Jason Waterman; Dan Williams 0001,ASPLOS,2024
Direct Memory Translation for Virtualized Clouds.,Jiyuan Zhang 0003; Weiwei Jia 0001; Siyuan Chai 0001; Peizhe Liu; Jongyul Kim 0001; Tianyin Xu,ASPLOS,2024
GMLake: Efficient and Transparent GPU Memory Defragmentation for Large-scale DNN Training with Virtual Memory Stitching.,Cong Guo 0003; Rui Zhang; Jiale Xu; Jingwen Leng; Zihan Liu 0002; Ziyu Huang; Minyi Guo; Hao Wu; Shouren Zhao; Junping Zhao; Ke Zhang 0048,ASPLOS,2024
AttAcc! Unleashing the Power of PIM for Batched Transformer-based Generative Model Inference.,Jaehyun Park 0006; Jaewan Choi; Kwanhee Kyung; Michael Jaemin Kim; Yongsuk Kwon; Nam Sung Kim; Jung Ho Ahn,ASPLOS,2024
Red-QAOA: Efficient Variational Optimization through Circuit Reduction.,Meng Wang 0033; Bo Fang 0002; Ang Li 0006; Prashant J. Nair,ASPLOS,2024
Elivagar: Efficient Quantum Circuit Search for Classification.,Sashwat Anagolum; Narges Alavisamani; Poulami Das 0005; Moinuddin K. Qureshi; Yunong Shi,ASPLOS,2024
Skip It: Take Control of Your Cache!,Shashank Anand; Michal Friedman 0001; Michael Giardino; Gustavo Alonso,ASPLOS,2024
PyTorch 2: Faster Machine Learning Through Dynamic Python Bytecode Transformation and Graph Compilation.,Jason Ansel; Edward Z. Yang; Horace He; Natalia Gimelshein; Animesh Jain; Michael Voznesensky; Bin Bao; Peter Bell 0008; David Berard; Evgeni Burovski; Geeta Chauhan; Anjali Chourdia; Will Constable; Alban Desmaison; Zachary DeVito; Elias Ellison; Will Feng; Jiong Gong; Michael Gschwind; Brian Hirsh; Sherlock Huang; Kshiteej Kalambarkar; Laurent Kirsch; Michael Lazos; Mario Lezcano; Yanbo Liang; Jason Liang; Yinghai Lu; C. K. Luk; Bert Maher; Yunjie Pan; Christian Puhrsch; Matthias Reso; Mark Saroufim; Marcos Yukio Siraichi; Helen Suk; Shunting Zhang; Michael Suo; Phil Tillet; Xu Zhao 0004; Eikan Wang; Keren Zhou 0001; Richard Zou; Xiaodong Wang; Ajit Mathews; William Wen; Gregory Chanan; Peng Wu 0001; Soumith Chintala,ASPLOS,2024
Multi-Dimensional and Message-Guided Fuzzing for Robotic Programs in Robot Operating System.,Jia-Ju Bai; Haoxuan Song; Shimin Hu 0001,ASPLOS,2024
Two-Face: Combining Collective and One-Sided Communication for Efficient Distributed SpMM.,Charles Block; Gerasimos Gerogiannis; Charith Mendis; Ariful Azad; Josep Torrellas,ASPLOS,2024
One Gate Scheme to Rule Them All: Introducing a Complex Yet Reduced Instruction Set for Quantum Computing.,Jianxin Chen; Dawei Ding 0002; Weiyuan Gong; Cupjin Huang; Qi Ye 0005,ASPLOS,2024
Slapo: A Schedule Language for Progressive Optimization of Large Deep Learning Model Training.,Hongzheng Chen; Cody Hao Yu; Shuai Zheng 0004; Zhen Zhang 0063; Zhiru Zhang; Yida Wang 0003,ASPLOS,2024
SEER: Super-Optimization Explorer for High-Level Synthesis using E-graph Rewriting.,Jianyi Cheng; Samuel Coward; Lorenzo Chelini; Rafael Barbalho; Theo Drane,ASPLOS,2024
Verifying Rust Implementation of Page Tables in a Software Enclave Hypervisor.,Zhenyang Dai; Shuang Liu; Vilhelm Sjöberg; Xupeng Li; Yu Chen 0004; Wenhao Wang 0001; Yuekai Jia; Sean Noble Anderson; Laila Elbeheiry; Shubham Sondhi; Yu Zhang; Zhaozhong Ni; Shoumeng Yan; Ronghui Gu; Zhengyu He,ASPLOS,2024
"A Journey of a 1, 000 Kernels Begins with a Single Step: A Retrospective of Deep Learning on GPUs.",Michael Davies; Ian McDougall; Selvaraj Anandaraj; Deep Machchhar; Rithik Jain; Karthikeyan Sankaralingam,ASPLOS,2024
Pentimento: Data Remanence in Cloud FPGAs.,Colin Drewes; Olivia Weng; Andres Meza 0001; Alric Althoff; David Kohlbrenner; Ryan Kastner; Dustin Richmond,ASPLOS,2024
FOCAL: A First-Order Carbon Model to Assess Processor Sustainability.,Lieven Eeckhout,ASPLOS,2024
sIOPMP: Scalable and Efficient I/O Protection for TEEs.,Erhu Feng; Dahu Feng; Dong Du 0003; Yubin Xia; Wenbin Zheng; Siqi Zhao; Haibo Chen 0001,ASPLOS,2024
Cornucopia Reloaded: Load Barriers for CHERI Heap Temporal Safety.,Nathaniel Wesley Filardo; Brett F. Gutstein; Jonathan Woodruff; Jessica Clarke 0001; Peter Rugg; Brooks Davis; Mark Johnston; Robert M. Norton; David Chisnall; Simon W. Moore; Peter G. Neumann; Robert N. M. Watson,ASPLOS,2024
Avoiding Instruction-Centric Microarchitectural Timing Channels Via Binary-Code Transformations.,Michael Flanders; Reshabh K. Sharma; Alexandra E. Michael; Dan Grossman; David Kohlbrenner,ASPLOS,2024
Tandem Processor: Grappling with Emerging Operators in Neural Networks.,Soroush Ghodrati; Sean Kinzer; Hanyang Xu 0002; Rohan Mahapatra; Yoonsung Kim; Byung Hoon Ahn; Dong Kai Wang; Lavanya Karthikeyan; Amir Yazdanbakhsh; Jongse Park; Nam Sung Kim; Hadi Esmaeilzadeh,ASPLOS,2024
PDIP: Priority Directed Instruction Prefetching.,Bhargav Reddy Godala; Sankara Prasad Ramesh; Gilles A. Pokam; Jared Stark; André Seznec; Dean M. Tullsen; David I. August,ASPLOS,2024
Lifting Micro-Update Models from RTL for Formal Security Analysis.,Adwait Godbole; Kevin Cheang; Yatin A. Manerkar; Sanjit A. Seshia,ASPLOS,2024
Energy Efficient Convolutions with Temporal Arithmetic.,Rhys Gretsch; Peiyang Song 0002; Advait Madhavan; Jeremy Lau; Timothy Sherwood,ASPLOS,2024
ORIANNA: An Accelerator Generation Framework for Optimization-based Robotic Applications.,Yuhui Hao; Yiming Gan; Bo Yu 0014; Qiang Liu 0011; Yinhe Han 0001; Zishen Wan; Shaoshan Liu,ASPLOS,2024
Palantir: Hierarchical Similarity Detection for Post-Deduplication Delta Compression.,Hongming Huang; Peng Wang 0037; Qiang Su; Hong Xu 0001; Chun Jason Xue; André Brinkmann,ASPLOS,2024
SUIT: Secure Undervolting with Instruction Traps.,Jonas Juffinger; Stepan Kalinin; Daniel Gruss; Frank Mueller 0001,ASPLOS,2024
A Fault-Tolerant Million Qubit-Scale Distributed Quantum Computer.,Junpyo Kim; Dongmoon Min; Jungmin Cho; Hyeonseong Jeong; Ilkwon Byun; Junhyuk Choi; Juwon Hong; Jangwoo Kim,ASPLOS,2024
Hydride: A Retargetable and Extensible Synthesis-based Compiler for Modern Hardware Architectures.,Akash Kothari; Abdul Rafae Noor; Muchen Xu; Hassam Uddin; Dhruv Baronia; Stefanos Baziotis; Vikram S. Adve; Charith Mendis; Sudipta Sengupta,ASPLOS,2024
METAL: Caching Multi-level Indexes in Domain-Specific Architectures.,Anagha Molakalmur Anil Kumar; Aditya Prasanna; Jonathan Balkind; Arrvindh Shriraman,ASPLOS,2024
A Quantitative Analysis and Guidelines of Data Streaming Accelerator in Modern Intel Xeon Scalable Processors.,Reese Kuper; Ipoom Jeong; Yifan Yuan; Ren Wang 0001; Narayan Ranganathan; Nikhil Rao; Jiayu Hu; Sanjay Kumar; Philip Lantz; Nam Sung Kim,ASPLOS,2024
Atalanta: A Bit is Worth a &quot;Thousand&quot; Tensor Values.,Alberto Delmas Lascorz; Mostafa Mahmoud; Ali Hadi Zadeh; Milos Nikolic 0002; Kareem Ibrahim; Christina Giannoula; Ameer Abdelhadi; Andreas Moshovos,ASPLOS,2024
Kimbap: A Node-Property Map System for Distributed Graph Analytics.,Hochan Lee; Roshan Dathathri; Keshav Pingali,ASPLOS,2024
PIM-DL: Expanding the Applicability of Commodity DRAM-PIMs for Deep Learning via Algorithm-System Co-Optimization.,Cong Li 0008; Zhe Zhou 0002; Yang Wang 0053; Fan Yang 0093; Ting Cao 0003; Mao Yang 0004; Yun Liang 0001; Guangyu Sun 0003,ASPLOS,2024
LazyDP: Co-Designing Algorithm-Software for Scalable Training of Differentially Private Recommendation Models.,Juntaek Lim; Youngeun Kwon; Ranggi Hwang; Kiwan Maeng; G. Edward Suh; Minsoo Rhu,ASPLOS,2024
Codesign of quantum error-correcting codes and modular chiplets in the presence of defects.,Sophia Fuhui Lin; Joshua Viszlai; Kaitlin N. Smith; Gokul Subramanian Ravi; Charles Yuan; Frederic T. Chong; Benjamin J. Brown,ASPLOS,2024
GIANTSAN: Efficient Memory Sanitization with Segment Folding.,Hao Ling; Heqing Huang 0002; Chengpeng Wang 0001; Yuandao Cai; Charles Zhang 0001,ASPLOS,2024
JUNO: Optimizing High-Dimensional Approximate Nearest Neighbour Search with Sparsity-Aware Algorithm and Ray-Tracing Core Mapping.,Zihan Liu 0002; Wentao Ni; Jingwen Leng; Yu Feng 0007; Cong Guo 0003; Quan Chen 0002; Chao Li 0009; Minyi Guo; Yuhao Zhu 0001,ASPLOS,2024
"FaaSGraph: Enabling Scalable, Efficient, and Cost-Effective Graph Processing with Serverless Computing.",Yushi Liu 0003; Shixuan Sun; Zijun Li 0001; Quan Chen 0002; Sen Gao; Bingsheng He; Chao Li 0009; Minyi Guo,ASPLOS,2024
PIM-STM: Software Transactional Memory for Processing-In-Memory Systems.,André Lopes; Daniel Castro 0004; Paolo Romano 0002,ASPLOS,2024
Efficient Microsecond-scale Blind Scheduling with Tiny Quanta.,Zhihong Luo; Sam Son; Dev Bali; Emmanuel Amaro; Amy Ousterhout; Sylvia Ratnasamy; Scott Shenker,ASPLOS,2024
In-Storage Domain-Specific Acceleration for Serverless Computing.,Rohan Mahapatra; Soroush Ghodrati; Byung Hoon Ahn; Sean Kinzer; Shu-Ting Wang; Hanyang Xu 0002; Lavanya Karthikeyan; Hardik Sharma; Amir Yazdanbakhsh; Mohammad Alian; Hadi Esmaeilzadeh,ASPLOS,2024
SpotServe: Serving Generative Large Language Models on Preemptible Instances.,Xupeng Miao; Chunan Shi; Jiangfei Duan; Xiaoli Xi; Dahua Lin; Bin Cui 0001; Zhihao Jia,ASPLOS,2024
Heet: Accelerating Elastic Training in Heterogeneous Deep Learning Clusters.,Zizhao Mo; Huanle Xu; Chengzhong Xu 0001,ASPLOS,2024
